invoice_number,invoice_date,total_amount,vendor_name,currency,invoice_number_length,invoice_age_days,ocr_text_length,blur_flag,failure_label
INVOICE,2000-01-01,0.0,INVOICE,USD,7,9453,0,0,1
INVOICE,2022-12-20,500.44,INVOICE,USD,7,1064,0,0,0
INVOICE,2005-07-09,1162.2,COMMERCIAL INV,USD,7,7437,0,0,0
INVOICE,2022-12-21,1036.85,COMMERCIAL INV,EUR,7,1063,0,0,0
INVOICE,2000-01-01,4061.5,TAX INVOICE,UNK,7,9453,0,0,1
INVOICE,2015-10-30,2.04,INVOICE,USD,7,3672,0,0,0
INVOICE,2012-05-28,2.84,INVOICE,UNK,7,4922,0,0,1
INVOICE,2001-06-18,1157.7,TAX INVOICE,EUR,7,8919,0,0,0
INVOICE,2000-01-01,0.0,INVOICE,UNK,7,9453,0,0,1
INVOICE,2012-07-05,451.29,TAX INVOICE,USD,7,4884,0,0,0
INVOICE,2002-08-05,0.0,COMMERCIAL INV,UNK,7,8506,0,0,1
INVOICE,2000-01-01,390.01,TAX INVOICE,USD,7,9453,0,0,1
,2017-08-08,450.0,COMMERCIAL INV,UNK,3,3024,0,0,1
INVOICE,2000-01-01,0.0,TAX INVOICE,USD,7,9453,0,0,1
INVOICE,2003-08-31,0.0,COMMERCIAL INV,USD,7,8115,0,0,1
,2018-04-09,1047.78,COMMERCIAL INV,USD,3,2780,0,0,1
INVOICE,2002-08-05,130.65,TAX INVOICE,EUR,7,8506,0,0,0
INVOICE,2000-01-01,29.2,TAX INVOICE,EUR,7,9453,0,0,1
,2000-01-01,102.69,COMMERCIAL INV,EUR,3,9453,0,0,1
INVOICE,1993-10-12,573.24,TAX INVOICE,USD,7,11725,0,0,0
INVOICE,2000-01-01,0.0,INVOICE,EUR,7,9453,0,0,1
INVOICE,2000-01-01,0.0,COMMERCIAL INV,USD,7,9453,0,0,1
,2000-01-01,557.8,COMMERCIAL INV,EUR,3,9453,0,0,1
INVOICE,2000-01-01,0.0,COMMERCIAL INV,UNK,7,9453,0,0,1
INVOICE,2000-01-01,45.0,TAX INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,0.0,INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,0.0,INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,0.0,INVOICE,EUR,7,9453,0,0,1
INVOICE,2000-01-01,499.3,INVOICE,UNK,7,9453,0,0,1
7765951,2000-01-01,0.0,COMMERCIAL INV,UNK,7,9453,0,0,1
,2008-11-17,0.0,COMMERCIAL INV,UNK,3,6210,0,0,1
INVOICE,2015-05-22,665.89,INVOICE,EUR,7,3833,0,0,0
INVOICE,2000-01-01,0.0,TAX INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,2.04,INVOICE,UNK,7,9453,0,0,1
908665,2000-01-01,0.0,COMMERCIAL INV,UNK,6,9453,0,0,1
INVOICE,2000-01-01,544.97,COMMERCIAL INV,USD,7,9453,0,0,1
792408,2000-01-01,0.0,COMMERCIAL INV,UNK,6,9453,0,0,1
INVOICE,2000-01-01,4100.05,TAX INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,0.0,INVOICE,UNK,7,9453,0,0,1
INVOICE,2008-03-10,0.0,COMMERCIAL INV,UNK,7,6462,0,0,1
INVOICE,2021-02-07,1.58,Yoder Luc,UNK,7,1745,0,0,1
INVOICE,2000-01-01,0.0,INVOICE,USD,7,9453,0,0,1
INVOICE,1994-03-26,59.67,Yoder Luc,UNK,7,11560,0,0,1
INVOICE,2012-06-18,6.58,Yoder Luc,UNK,7,4901,0,0,1
INV74702358,2000-01-01,51.71,Yoder Luc,UNK,11,9453,0,0,1
INVOICE,2003-05-24,8.04,Yoder LLC,UNK,7,8214,0,0,1
INVE9145063,2000-01-01,78.97,Yoder Luc,UNK,11,9453,0,0,1
,2020-05-02,68.4,Yoder Luc,UNK,3,2026,0,0,1
INVOICE,1997-02-13,20.5,Yoder Luc,UNK,7,10505,0,0,1
,2007-03-19,37.45,Yoder Luc,UNK,3,6819,0,0,1
,2000-01-01,3.91,Yoder Luc,UNK,3,9453,0,0,1
INVIB3,2000-01-01,69.94,Yoder LLC,UNK,6,9453,0,0,1
INVOICE,2005-01-26,6.0,Yoder Luc,UNK,7,7601,0,0,1
,1999-01-20,3.0,Yoder Luc,UNK,3,9799,0,0,1
INVOICE,2011-03-31,66.74,Yoder Luc,UNK,7,5346,0,0,1
9691915,1996-09-11,30.39,Yoder Luc,UNK,7,10660,0,0,1
INVOICE,1997-04-08,56.48,Yoder Luc,UNK,7,10451,0,0,1
INVOICE,2016-05-19,64.96,Yoder Luc,UNK,7,3470,0,0,1
INVOICE,1994-10-07,51.62,Yoder Luc,UNK,7,11365,0,0,1
INVI79,2006-07-12,43.51,Yoder Luc,UNK,6,7069,0,0,1
INVI77,2004-12-07,475.71,Yoder Luc,UNK,6,7651,0,0,1
,1998-08-24,93.01,Yoder Luc,UNK,3,9948,0,0,1
INVOICE,2004-12-25,33.84,Yoder Luc,UNK,7,7633,0,0,1
INVOICE,2018-05-17,84.46,Yoder Luc,UNK,7,2742,0,0,1
,2019-11-04,83.96,Yoder Luc,UNK,3,2206,0,0,1
INVOICE,2006-11-06,86.73,Yoder LLC,UNK,7,6952,0,0,1
,2016-03-03,48.35,Yoder Luc,UNK,3,3547,0,0,1
INVOICE,2001-05-30,45.44,Yoder LLC,UNK,7,8938,0,0,1
INVOICE,2008-12-22,90.5,Yoder Luc,UNK,7,6175,0,0,1
,2012-06-05,3.3,Yoder Luc,UNK,3,4914,0,0,1
INVOICE,1997-06-08,25.71,Yoder Luc,UNK,7,10390,0,0,1
INVOICE,1994-11-29,86.12,Yoder Luc,UNK,7,11312,0,0,1
INVOICE,2000-08-16,62.63,Yoder Luc,UNK,7,9225,0,0,1
INVOICE,2021-11-16,36.66,Yoder LLC,UNK,7,1463,0,0,1
,2022-05-01,52.49,Yoder Luc,UNK,3,1297,0,0,1
INVOICE,2004-01-26,772.9,Yoder Luc,UNK,7,7967,0,0,1
INVOICE,1993-08-13,88.28,Yoder Luc,UNK,7,11785,0,0,1
INVOICE,2014-05-24,88.05,Yoder Luc,UNK,7,4196,0,0,1
INVOICE,1999-06-25,5.0,Yoder Luc,UNK,7,9643,0,0,1
INVOICE,2001-03-03,29.64,Yoder Luc,UNK,7,9026,0,0,1
INVOICE,2021-03-15,42.78,Yoder Luc,UNK,7,1709,0,0,1
INVM3,2008-06-05,1.6,Yoder Luc,UNK,5,6375,0,0,1
,1998-02-15,71.91,Yoder LLC,UNK,3,10138,0,0,1
INVOICE,2014-12-18,47.2,Yoder Luc,UNK,7,3988,0,0,1
INVOICE,2000-01-01,59.81,Yoder Luc,UNK,7,9453,0,0,1
INVIO9,2018-08-26,61.45,Yoder Luc,UNK,6,2641,0,0,1
31970892,2018-03-27,98.27,Yoder Luc,UNK,8,2793,0,0,1
INVOICE,2000-01-01,86.08,Yoder Luc,UNK,7,9453,0,0,1
INVOICE,2014-07-02,39.76,Yoder Luc,UNK,7,4157,0,0,1
INVOICE,2021-02-06,91.53,Yoder Luc,UNK,7,1746,0,0,1
INVOICE,2000-01-01,5.68,Yoder Luc,UNK,7,9453,0,0,1
INVOICE,1993-05-23,0.7,Yoder LLC,UNK,7,11867,0,0,1
INVI61,2007-12-11,23.22,Yoder Luc,UNK,6,6552,0,0,1
INVOICE,1993-08-01,58.43,Yoder LLC,UNK,7,11797,0,0,1
INVOICE,2009-06-30,17.51,Yoder LLC,UNK,7,5985,0,0,1
INVOICE,2022-04-04,39.2,Yoder LLC,UNK,7,1324,0,0,1
INVOICE,2000-01-01,83.49,Yoder Luc,UNK,7,9453,0,0,1
INVOICE,2012-03-16,57.96,Yoder LLC,UNK,7,4995,0,0,1
INVOICE,2001-01-14,64.29,Yoder Luc,UNK,7,9074,0,0,1
INVOICE,2015-06-30,38.87,Yoder Luc,UNK,7,3794,0,0,1
,2012-04-30,2.54,Yoder Luc,UNK,3,4950,0,0,1
INVOICE,2000-01-15,18.56,Yoder Luc,UNK,7,9439,0,0,1
,2016-11-08,91.17,Yoder LLC,UNK,3,3297,0,0,1
INVe46,1997-06-12,152.07,Yoder Luc,UNK,6,10386,0,0,1
INVOICE,2018-06-12,10.11,Yoder LLC,UNK,7,2716,0,0,1
,1995-08-18,9.82,Yoder Luc,UNK,3,11050,0,0,1
INVOICE,2000-01-01,83.88,Yoder Luc,UNK,7,9453,0,0,1
INVOICE,2000-01-01,6.0,Yoder Luc,UNK,7,9453,0,0,1
INVOICE,2008-05-07,59.0,Yoder Luc,UNK,7,6404,0,0,1
INVOICE,2000-05-24,65.14,Yoder Luc,UNK,7,9309,0,0,1
INVOICE,1997-11-30,28.28,Yoder LLC,UNK,7,10215,0,0,1
INVOICE,2008-08-20,51.97,Yoder Luc,UNK,7,6299,0,0,1
50650560,2000-01-01,99.14,Yoder Luc,UNK,8,9453,0,0,1
INVI91,2022-11-16,24.71,Yoder Luc,UNK,6,1098,0,0,1
INVOICE,2011-03-10,47.95,Yoder Luc,UNK,7,5367,0,0,1
,2006-11-21,53.35,Yoder Luc,UNK,3,6937,0,0,1
INVIS8,2010-12-28,2.0,Yoder Luc,UNK,6,5439,0,0,1
,2000-01-01,69.69,Yoder Luc,UNK,3,9453,0,0,1
INVOICE,2001-05-03,12.17,Yoder LLC,UNK,7,8965,0,0,1
INV64407895,1999-06-27,79.57,Yoder Luc,UNK,11,9641,0,0,1
617352,2000-01-01,3.0,Yoder Luc,UNK,6,9453,0,0,1
INVOICE,2017-10-08,50.45,Yoder LLC,UNK,7,2963,0,0,1
INV14807953,2000-01-01,37.2,Yoder Luc,UNK,11,9453,0,0,1
45349600,2011-05-18,9.43,Yoder Luc,UNK,8,5298,0,0,1
INVOICE,2000-01-01,8.43,Yoder Luc,UNK,7,9453,0,0,1
,2000-01-01,70.34,Yoder LLC,UNK,3,9453,0,0,1
INVOICE,2018-02-02,73.76,Yoder Luc,UNK,7,2846,0,0,1
INVOICE,2013-04-02,85.3,Yoder Luc,UNK,7,4613,0,0,1
,1997-02-03,24.03,Yoder Luc,USD,3,10515,0,0,1
INVOICE,1994-09-24,60.4,Yoder Luc,UNK,7,11378,0,0,1
INVI79,1995-02-25,73.48,Yoder Luc,UNK,6,11224,0,0,1
INVOICE,1996-04-07,86.7,Yoder Luc,UNK,7,10817,0,0,1
INVOICE,2011-12-17,6.0,Yoder Luc,UNK,7,5085,0,0,1
,2020-04-17,21.5,Yoder LLC,UNK,3,2041,0,0,1
INVOICE,2021-05-27,94.33,Yoder Luc,UNK,7,1636,0,0,1
INVOICE,1994-03-12,80.72,Yoder Luc,UNK,7,11574,0,0,1
INVI38,1994-08-14,86.33,Yoder Luc,UNK,6,11419,0,0,1
INVOICE,1995-01-12,55.46,Yoder Luc,UNK,7,11268,0,0,1
INVOICE,1983-04-25,79.16,Yoder LLC,UNK,7,15548,0,0,1
INVOICE,1998-09-22,1.0,Yoder Luc,UNK,7,9919,0,0,1
INVOICE,1994-07-18,25.31,Yoder Luc,UNK,7,11446,0,0,1
INVOICE,2000-11-16,73.05,Yoder Luc,UNK,7,9133,0,0,1
,2008-10-17,60.58,Yoder Luc,UNK,3,6241,0,0,1
INVOICE,2003-08-04,23.73,Yoder Luc,UNK,7,8142,0,0,1
52524620,2010-04-08,77.98,Yoder Luc,UNK,8,5703,0,0,1
INVOICE,1993-03-16,67.38,Yoder LLC,UNK,7,11935,0,0,1
INVOICE,2000-01-01,23.86,Yoder Luc,UNK,7,9453,0,0,1
INVOICE,2006-06-20,67.94,Yoder Luc,UNK,7,7091,0,0,1
INVOICE,2017-03-20,92.08,Yoder LLC,UNK,7,3165,0,0,1
INVOICE,2009-05-26,45.0,Yoder Luc,UNK,7,6020,0,0,1
INVOICE,2000-01-01,39.87,Yoder LLC,UNK,7,9453,0,0,1
,1993-12-25,2.0,Yoder Luc,UNK,3,11651,0,0,1
INVOICE,2006-02-11,52.96,Yoder LLC,UNK,7,7220,0,0,1
INVOICE,2007-11-05,1.0,Yoder Luc,UNK,7,6588,0,0,1
INVOICE,1998-05-03,28.98,Yoder Luc,UNK,7,10061,0,0,1
INVI24,1997-05-28,44.93,Yoder Luc,UNK,6,10401,0,0,1
,1996-02-28,7.64,Yoder LLC,UNK,3,10856,0,0,1
INVOICE,1988-04-27,83.18,Yoder LLC,UNK,7,13719,0,0,1
INVOICE,2004-03-30,63.66,Yoder Luc,UNK,7,7903,0,0,1
INVOICE,2011-05-06,77.4,Yoder Luc,UNK,7,5310,0,0,1
INVOICE,1994-03-03,45.78,Yoder Luc,UNK,7,11583,0,0,1
96420273,2008-07-20,52.66,Yoder Luc,UNK,8,6330,0,0,1
INVOICE,2005-07-30,21.66,Yoder LLC,UNK,7,7416,0,0,1
INVOICE,1995-12-17,32.86,Yoder Luc,UNK,7,10929,0,0,1
39030024,1997-02-26,5.04,Yoder Luc,UNK,8,10492,0,0,1
INVOICE,1994-11-09,25.33,Yoder Luc,UNK,7,11332,0,0,1
INVI20,2022-09-16,13.93,Yoder Luc,UNK,6,1159,0,0,1
INVOICE,2018-02-28,17.85,Yoder LLC,UNK,7,2820,0,0,1
INVOICE,2013-09-01,63.93,Yoder Luc,UNK,7,4461,0,0,1
INVOICE,2021-05-12,279.06,Yoder LLC,UNK,7,1651,0,0,1
,2011-02-03,87.46,Yoder Luc,UNK,3,5402,0,0,1
INVOICE,2014-04-19,94.43,Yoder Luc,UNK,7,4231,0,0,1
INVOICE,1995-02-17,51.07,Yoder Luc,UNK,7,11232,0,0,1
INVOICE,2020-12-17,63.1,Yoder Luc,UNK,7,1797,0,0,1
INVOICE,2002-12-20,28.37,Yoder Luc,UNK,7,8369,0,0,1
INVOICE,2001-11-25,84.94,Yoder LLC,UNK,7,8759,0,0,1
INVI62,2022-08-30,72.79,Yoder Luc,UNK,6,1176,0,0,1
INVIS4,1998-04-04,5.98,Yoder Luc,UNK,6,10090,0,0,1
INVOICE,2020-09-18,25.1,Yoder LLC,UNK,7,1887,0,0,1
INVOICE,2020-01-26,2.0,Yoder Luc,UNK,7,2123,0,0,1
INVOICE,2000-05-24,5.0,Yoder Luc,UNK,7,9309,0,0,1
INVOICE,2000-01-01,70.62,Yoder Luc,UNK,7,9453,0,0,1
,1994-02-22,98.93,Yoder LLC,UNK,3,11592,0,0,1
,2001-04-09,62.62,Yoder LLC,UNK,3,8989,0,0,1
,2021-07-02,23.42,Yoder Luc,UNK,3,1600,0,0,1
INV77292158,2008-06-03,36.28,Yoder Luc,UNK,11,6377,0,0,1
INVi43,2000-01-01,17.88,Yoder Luc,UNK,6,9453,0,0,1
INVI23,2007-04-27,69.8,Yoder Luc,UNK,6,6780,0,0,1
5625242,2006-09-21,66.19,Yoder Luc,UNK,7,6998,0,0,1
INVOICE,2016-02-26,0.25,Yoder Luc,UNK,7,3553,0,0,1
INVOICE,2000-01-01,47.84,Yoder Luc,UNK,7,9453,0,0,1
INVOICE,2004-03-24,49.4,Yoder Luc,UNK,7,7909,0,0,1
INVOICE,2020-03-14,57.88,Yoder Luc,UNK,7,2075,0,0,1
INVOICE,2007-01-02,48.7,Yoder Luc,UNK,7,6895,0,0,1
INVOICE,1989-11-13,99.12,Yoder Luc,UNK,7,13154,0,0,1
INVoZO70454,2000-01-01,96.41,Yoder Luc,UNK,11,9453,0,0,1
INVIS1,1995-06-25,88.65,Yoder Luc,UNK,6,11104,0,0,1
INVOICE,2008-03-31,24.63,Yoder Luc,UNK,7,6441,0,0,1
,1996-07-26,54.83,Yoder Luc,UNK,3,10707,0,0,1
INVOICE,2014-03-28,70.38,Yoder Luc,UNK,7,4253,0,0,1
INVOICE,2022-12-03,35.68,Yoder Luc,UNK,7,1081,0,0,1
INVOICE,1993-05-03,22.36,Yoder LLC,UNK,7,11887,0,0,1
INVOICE,1996-09-26,81.77,Yoder LLC,UNK,7,10645,0,0,1
INVOICE,2022-03-23,48.78,Yoder Luc,UNK,7,1336,0,0,1
INVOICE,2013-02-26,57.05,Yoder Luc,UNK,7,4648,0,0,1
INVIS6,1997-01-15,59.1,Yoder Luc,UNK,6,10534,0,0,1
INVOICE,2004-05-25,47.58,Yoder Luc,UNK,7,7847,0,0,1
,2000-01-01,73.52,Yoder Luc,UNK,3,9453,0,0,1
INVOICE,2002-07-21,69.59,Yoder LLC,UNK,7,8521,0,0,1
INVOICE,2020-05-24,76.23,Yoder Luc,UNK,7,2004,0,0,1
INVOICE,2006-05-10,50.83,Yoder Luc,UNK,7,7132,0,0,1
INVOICE,2018-12-21,18.15,Yoder LLC,UNK,7,2524,0,0,1
INVOICE,2019-12-07,98.24,Yoder Luc,UNK,7,2173,0,0,1
INVOICE,2001-08-23,3.0,Yoder Luc,UNK,7,8853,0,0,1
,2020-05-07,3.05,Yoder Luc,UNK,3,2021,0,0,1
,2013-04-22,98.44,Yoder Luc,UNK,3,4593,0,0,1
,1989-08-29,25.12,Yoder Luc,UNK,3,13230,0,0,1
INVOICE,2015-11-15,92.38,Yoder Luc,UNK,7,3656,0,0,1
INVOICE,2000-01-01,24.74,Yoder LLC,UNK,7,9453,0,0,1
INV77083032,2000-09-01,50.78,Yoder LLC,UNK,11,9209,0,0,1
INVOICE,2012-06-27,10.01,Yoder Luc,UNK,7,4892,0,0,1
INVOICE,2005-04-12,83.23,Yoder Luc,UNK,7,7525,0,0,1
INVOICE,2009-03-22,37.68,Yoder LLC,UNK,7,6085,0,0,1
INV77870152,2010-05-20,86.06,Yoder Luc,UNK,11,5661,0,0,1
INVOICE,2012-11-30,61.63,Yoder Luc,UNK,7,4736,0,0,1
INVOICE,2017-01-08,44.26,Yoder Luc,UNK,7,3236,0,0,1
,2010-01-10,3.84,Yoder Luc,UNK,3,5791,0,0,1
INVOICE,2020-02-18,78.7,Yoder LLC,UNK,7,2100,0,0,1
INVOICE,2017-09-18,16.2,Yoder LLC,UNK,7,2983,0,0,1
,2010-09-29,99.08,Yoder Luc,UNK,3,5529,0,0,1
INVOICE,2008-05-10,38.44,Yoder Luc,UNK,7,6401,0,0,1
INVOICE,1999-09-05,43.01,Yoder Luc,UNK,7,9571,0,0,1
INVOICE,1997-01-26,46.98,Yoder Luc,UNK,7,10523,0,0,1
INVOICE,2000-09-06,2.0,Yoder LLC,UNK,7,9204,0,0,1
INVOICE,2022-05-21,5.0,Yoder Luc,UNK,7,1277,0,0,1
INVOICE,2012-09-13,51.68,Yoder Luc,UNK,7,4814,0,0,1
,2007-06-11,66.5,Yoder Luc,UNK,3,6735,0,0,1
INV39736480,2008-09-02,29.05,Yoder Luc,UNK,11,6286,0,0,1
INVOICE,2011-08-10,39.69,Yoder Luc,UNK,7,5214,0,0,1
INVOICE,2000-01-01,92.36,Yoder Luc,UNK,7,9453,0,0,1
INVOICE,2014-03-06,804.57,Yoder LLC,UNK,7,4275,0,0,1
INVOICE,2000-01-01,0.0,TAX INVOICE,UNK,7,9453,0,0,1
INVOICE,2020-09-25,435.82,COMMERCIAL INVOICE,USD,7,1880,0,0,0
INVOICE,2000-03-12,735.29,COMMERCIAL INVOICE,EUR,7,9382,0,0,0
INVOICE,2022-02-24,805.87,INVOICE,EUR,7,1363,0,0,0
INVOICE,2000-01-01,965.24,INVOICE,EUR,7,9453,0,0,1
INVOICE,2000-01-01,725.3,TAX INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,1302.22,COMMERCIAL INVOICE,EUR,7,9453,0,0,1
INVOICE,2000-01-01,0.2,TAX INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,568.26,INVOICE,EUR,7,9453,0,0,1
INVOICE,2000-01-01,286.76,INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,755.3,INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,440.17,INVOICE,EUR,7,9453,0,0,1
INVOICE,2000-01-01,311.28,COMMERCIAL INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,0.0,INVOICE,UNK,7,9453,0,0,1
INVOICE,2019-02-10,3.47,TAX INVOICE,USD,7,2473,0,0,0
INVOICE,2000-01-01,644.71,TAX INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,5.86,INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,1062.43,TAX INVOICE,EUR,7,9453,0,0,1
INVOICE,2001-08-20,392.21,COMMERCIAL INVOICE,USD,7,8856,0,0,0
INVOICE,2000-01-01,402.81,TAX INVOICE,EUR,7,9453,0,0,1
INVOICE,2000-01-01,92.65,COMMERCIAL INVOICE,USD,7,9453,0,0,1
INVOICE,2018-09-28,5.66,INVOICE,EUR,7,2608,0,0,0
INVOICE,2000-01-01,85.05,TAX INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,648.73,TAX INVOICE,USD,7,9453,0,0,1
INVOICE,2001-03-18,227.73,TAX INVOICE,EUR,7,9011,0,0,0
INVOICE,2000-01-01,311.0,INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,701.48,INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,227.51,COMMERCIAL INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,1104.03,TAX INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,0.0,COMMERCIAL INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,641.25,INVOICE,USD,7,9453,0,0,1
INVOICE,2022-09-03,1983.92,TAX INVOICE,USD,7,1172,0,0,0
INVOICE,2018-02-14,624.36,INVOICE,USD,7,2834,0,0,0
INVOICE,2000-01-01,281.2,TAX INVOICE,EUR,7,9453,0,0,1
INVOICE,2000-01-01,1181.96,COMMERCIAL INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,1355.67,COMMERCIAL INVOICE,EUR,7,9453,0,0,1
INVOICE,2000-01-01,303.42,INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,1200.66,COMMERCIAL INVOICE,EUR,7,9453,0,0,1
INVOICE,2020-09-27,561.52,COMMERCIAL INVOICE,EUR,7,1878,0,0,0
INVOICE,2000-01-01,0.0,TAX INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,288.92,INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,168.44,INVOICE,EUR,7,9453,0,0,1
INVOICE,2017-02-28,285.96,INVOICE,EUR,7,3185,0,0,0
INVOICE,2000-01-01,989.9,INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,713.51,INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,1218.2,COMMERCIAL INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,156.27,INVOICE,USD,7,9453,0,0,1
INVOICE,2011-02-10,0.2,TAX INVOICE,USD,7,5395,0,0,0
INVOICE,1904-08-28,607.68,TAX INVOICE,EUR,7,44277,0,0,0
INVOICE,2000-01-01,670.86,COMMERCIAL INVOICE,EUR,7,9453,0,0,1
INVOICE,2000-01-01,5.44,TAX INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,8.08,COMMERCIAL INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,0.0,COMMERCIAL INVOICE,EUR,7,9453,0,0,1
INVOICE,2000-01-01,580.25,INVOICE,USD,7,9453,0,0,1
INVOICE,2000-03-26,173.91,COMMERCIAL INVOICE,EUR,7,9368,0,0,0
INVOICE,2008-07-30,981.41,INVOICE,USD,7,6320,0,0,0
INVOICE,2008-01-22,484.41,TAX INVOICE,USD,7,6510,0,0,0
INVOICE,2000-01-01,22.2,COMMERCIAL INVOICE,USD,7,9453,0,0,1
INVOICE,2018-08-02,187.9,COMMERCIAL INVOICE,USD,7,2665,0,0,0
INVOICE,2000-01-01,5.47,INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,808.91,TAX INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,4.46,COMMERCIAL INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,316.03,COMMERCIAL INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,1.2,COMMERCIAL INVOICE,EUR,7,9453,0,0,1
INVOICE,2000-01-01,1143.19,COMMERCIAL INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,86.5,INVOICE,EUR,7,9453,0,0,1
INVOICE,2000-01-01,249.87,COMMERCIAL INVOICE,USD,7,9453,0,0,1
INVOICE,1903-11-21,9.19,TAX INVOICE,EUR,7,44558,0,0,0
INVOICE,2000-01-01,807.94,COMMERCIAL INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,618.09,INVOICE,EUR,7,9453,0,0,1
INVOICE,2022-03-20,1268.11,TAX INVOICE,USD,7,1339,0,0,0
INVOICE,2016-09-11,490.48,COMMERCIAL INVOICE,USD,7,3355,0,0,0
INVOICE,2022-11-11,603.54,INVOICE,EUR,7,1103,0,0,0
INVOICE,2000-01-01,0.18,INVOICE,EUR,7,9453,0,0,1
INVOICE,2012-02-23,173.25,COMMERCIAL INVOICE,USD,7,5017,0,0,0
INVOICE,2000-01-01,491.09,TAX INVOICE,EUR,7,9453,0,0,1
INVOICE,2000-01-01,310.54,COMMERCIAL INVOICE,EUR,7,9453,0,0,1
INVOICE,2000-01-01,287.73,TAX INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,0.0,INVOICE,USD,7,9453,0,0,1
INVOICE,2008-02-18,4.2,INVOICE,EUR,7,6483,0,0,0
INVOICE,2000-01-01,968.32,INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,4.08,COMMERCIAL INVOICE,EUR,7,9453,0,0,1
INVOICE,2000-01-01,524.25,INVOICE,EUR,7,9453,0,0,1
INVOICE,2000-01-01,0.57,COMMERCIAL INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,5.14,COMMERCIAL INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,608.44,COMMERCIAL INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,700.94,INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,46.97,COMMERCIAL INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,647.06,INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,6.53,INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,589.02,COMMERCIAL INVOICE,UNK,7,9453,0,0,1
INVOICE,2007-02-21,156.64,INVOICE,USD,7,6845,0,0,0
INVOICE,2000-01-01,1191.29,INVOICE,USD,7,9453,0,0,1
INVOICE,2004-04-08,218.73,INVOICE,USD,7,7894,0,0,0
INVOICE,2000-01-01,388.41,TAX INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,0.0,INVOICE,USD,7,9453,0,0,1
INVOICE,2000-11-18,727.4,TAX INVOICE,USD,7,9131,0,0,0
INVOICE,1906-11-23,660.34,INVOICE,USD,7,43460,0,0,0
INVOICE,2000-01-01,0.0,TAX INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,150.79,INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,818.64,TAX INVOICE,EUR,7,9453,0,0,1
INVOICE,2000-01-01,2.2,TAX INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,4.95,INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,10.2,TAX INVOICE,USD,7,9453,0,0,1
INVOICE,1996-11-06,0.0,INVOICE,EUR,7,10604,0,0,1
INVOICE,2000-01-01,0.0,INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,687.9,TAX INVOICE,EUR,7,9453,0,0,1
INVOICE,2000-01-01,670.27,TAX INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,855.79,TAX INVOICE,USD,7,9453,0,0,1
INVOICE,2000-01-01,403.97,INVOICE,USD,7,9453,0,0,1
